index,chromosome,start,end,strand,intron_motif,n_cells,gene_id_start,gene_id_end,n_genes,gene_id,gene_name,intron_group,intron_group_size,n_genes_per_intron_group,coeff,abs_coeff,length
FBXW11_chr5:171914406-171996889,chr5,171914406,171996889,-,2,251,ENSG00000072803,ENSG00000072803,1,ENSG00000072803,FBXW11,FBXW11_chr5_171914406_-,3,1,-0.17723707830057883,0.17723707830057883,82483
MICAL3_chr22:17906887-18001392,chr22,17906887,18001392,-,2,158,ENSG00000243156,ENSG00000243156,1,ENSG00000243156,MICAL3,MICAL3_chr22_17906887_-,2,1,-0.27820933867686853,0.27820933867686853,94505
SYNCRIP_chr6:85640565-85641291,chr6,85640565,85641291,-,2,1726,ENSG00000135316,ENSG00000135316,1,ENSG00000135316,SYNCRIP,SYNCRIP_chr6_85640565_-,2,1,-0.1015974218964484,0.1015974218964484,726
ANAPC16_chr10:72216139-72230365,chr10,72216139,72230365,+,1,275,ENSG00000166295,ENSG00000166295,1,ENSG00000166295,ANAPC16,ANAPC16_chr10_72230365_+,3,1,-0.23278910090526647,0.23278910090526647,14226
ANAPC16_chr10:72224057-72230365,chr10,72224057,72230365,+,1,1235,ENSG00000166295,ENSG00000166295,1,ENSG00000166295,ANAPC16,ANAPC16_chr10_72230365_+,3,1,0.1446079387984622,0.1446079387984622,6308
CD59_chr11:33722464-33731423,chr11,33722464,33731423,-,2,733,ENSG00000085063,ENSG00000085063,1,ENSG00000085063,CD59,CD59_chr11_33722464_-,2,1,0.11628485851044872,0.11628485851044872,8959
TSC22D1_chr13:44436096-44436503,chr13,44436096,44436503,-,2,11357,ENSG00000102804,ENSG00000102804,1,ENSG00000102804,TSC22D1,TSC22D1_chr13_44436096_-,3,1,0.09853387913061082,0.09853387913061082,407
TSC22D1_chr13:44436096-44437175,chr13,44436096,44437175,-,2,175,ENSG00000102804,ENSG00000102804,1,ENSG00000102804,TSC22D1,TSC22D1_chr13_44436096_-,3,1,0.047981633487404474,0.047981633487404474,1079
MEF2C_chr5:88823931-88880923,chr5,88823931,88880923,-,2,280,ENSG00000081189,ENSG00000081189,1,ENSG00000081189,MEF2C,MEF2C_chr5_88823931_-,3,1,-0.2769500665274187,0.2769500665274187,56992
MEF2C_chr5:88823931-88882954,chr5,88823931,88882954,-,2,10390,ENSG00000081189,ENSG00000081189,1,ENSG00000081189,MEF2C,MEF2C_chr5_88823931_-,3,1,-0.14814483188707583,0.14814483188707583,59023
ARPP21_chr3:35640399-35679786,chr3,35640399,35679786,+,1,1566,ENSG00000172995,ENSG00000172995,1,ENSG00000172995,ARPP21,ARPP21_chr3_35679786_+,5,1,-0.015184606652501903,0.015184606652501903,39387
ARPP21_chr3:35641704-35679786,chr3,35641704,35679786,+,1,195,ENSG00000172995,ENSG00000172995,1,ENSG00000172995,ARPP21,ARPP21_chr3_35679786_+,5,1,-0.14726913106775943,0.14726913106775943,38082
ARPP21_chr3:35642409-35679786,chr3,35642409,35679786,+,1,1843,ENSG00000172995,ENSG00000172995,1,ENSG00000172995,ARPP21,ARPP21_chr3_35679786_+,5,1,0.17749470174950865,0.17749470174950865,37377
ARPP21_chr3:35643823-35679786,chr3,35643823,35679786,+,1,217,ENSG00000172995,ENSG00000172995,1,ENSG00000172995,ARPP21,ARPP21_chr3_35679786_+,5,1,0.0905245809971402,0.0905245809971402,35963
MPST_chr22:37019873-37024191,chr22,37019873,37024191,+,1,166,ENSG00000128309,ENSG00000128309,1,ENSG00000128309,MPST,MPST_chr22_37024191_+,2,1,-0.2661521602293425,0.2661521602293425,4318
STRAP_chr12:15883677-15889927,chr12,15883677,15889927,+,1,3225,ENSG00000023734,ENSG00000023734,1,ENSG00000023734,STRAP,STRAP_chr12_15889927_+,2,1,0.1923254171098114,0.1923254171098114,6250
MCTS1_chrX:120604868-120605406,chrX,120604868,120605406,+,1,560,ENSG00000232119,ENSG00000232119,1,ENSG00000232119,MCTS1,MCTS1_chrX_120605406_+,2,1,0.13166174267556566,0.13166174267556566,538
ACADM_chr1:75733629-75734790,chr1,75733629,75734790,+,1,1429,ENSG00000117054,ENSG00000117054,1,ENSG00000117054,ACADM,ACADM_chr1_75734790_+,2,1,-0.20755023359303587,0.20755023359303587,1161
C6orf89_chr6:36894604-36899425,chr6,36894604,36899425,+,1,242,ENSG00000198663,ENSG00000198663,1,ENSG00000198663,C6orf89,C6orf89_chr6_36899425_+,2,1,0.2336703292037532,0.2336703292037532,4821
HNRNPA1_chr12:54282606-54282799,chr12,54282606,54282799,+,1,824,,ENSG00000135486,1,ENSG00000135486,HNRNPA1,HNRNPA1_chr12_54282799_+,3,1,0.09169854752165818,0.09169854752165818,193
HNRNPA1_chr12:54282666-54282799,chr12,54282666,54282799,+,1,24022,ENSG00000135486,ENSG00000135486,1,ENSG00000135486,HNRNPA1,HNRNPA1_chr12_54282799_+,3,1,0.07842346196089181,0.07842346196089181,133
ZEB1_chr10:31387267-31461036,chr10,31387267,31461036,+,1,196,ENSG00000148516,ENSG00000148516,1,ENSG00000148516,ZEB1,ZEB1_chr10_31461036_+,2,1,0.25153653662373726,0.25153653662373726,73769
TCEA1_chr8:54000051-54002891,chr8,54000051,54002891,-,2,253,ENSG00000187735,ENSG00000187735,1,ENSG00000187735,TCEA1,TCEA1_chr8_54000051_-,3,1,0.24520607271242045,0.24520607271242045,2840
TCEA1_chr8:54000051-54010429,chr8,54000051,54010429,-,2,2949,ENSG00000187735,ENSG00000187735,1,ENSG00000187735,TCEA1,TCEA1_chr8_54000051_-,3,1,-0.13608350382216217,0.13608350382216217,10378
GPBP1_chr5:57237173-57246299,chr5,57237173,57246299,+,1,408,ENSG00000062194,ENSG00000062194,1,ENSG00000062194,GPBP1,GPBP1_chr5_57246299_+,2,1,0.16070483815702616,0.16070483815702616,9126
HNRNPA1_chr12:54283235-54283811,chr12,54283235,54283811,+,1,5171,ENSG00000135486,ENSG00000135486,1,ENSG00000135486,HNRNPA1,HNRNPA1_chr12_54283811_+,2,1,0.03949612328760178,0.03949612328760178,576
CBX3_chr7:26201827-26202970,chr7,26201827,26202970,+,1,5716,ENSG00000122565,ENSG00000122565,1,ENSG00000122565,CBX3,CBX3_chr7_26202970_+,4,1,0.043312888362442105,0.043312888362442105,1143
CBX3_chr7:26202457-26202970,chr7,26202457,26202970,+,1,198,,ENSG00000122565,1,ENSG00000122565,CBX3,CBX3_chr7_26202970_+,4,1,0.15176383130169271,0.15176383130169271,513
CBX3_chr7:26202610-26202970,chr7,26202610,26202970,+,1,536,ENSG00000122565,ENSG00000122565,1,ENSG00000122565,CBX3,CBX3_chr7_26202970_+,4,1,-0.04609332411126923,0.04609332411126923,360
MCFD2_chr2:46907970-46909022,chr2,46907970,46909022,-,2,248,ENSG00000180398,ENSG00000180398,1,ENSG00000180398,MCFD2,MCFD2_chr2_46907970_-,2,1,-0.20577325998591617,0.20577325998591617,1052
METTL26_chr16:634798-634888,chr16,634798,634888,-,2,2364,ENSG00000130731,ENSG00000130731,1,ENSG00000130731,METTL26,METTL26_chr16_634798_-,4,1,-0.11517522146314914,0.11517522146314914,90
METTL26_chr16:634798-635280,chr16,634798,635280,-,2,1665,ENSG00000130731,ENSG00000130731,1,ENSG00000130731,METTL26,METTL26_chr16_634798_-,4,1,0.07119971217546167,0.07119971217546167,482
METTL26_chr16:634798-635611,chr16,634798,635611,-,2,543,ENSG00000130731,ENSG00000130731,1,ENSG00000130731,METTL26,METTL26_chr16_634798_-,4,1,0.05113969264597899,0.05113969264597899,813
CHCHD5_chr2:112586366-112588865,chr2,112586366,112588865,+,1,1709,ENSG00000125611,ENSG00000125611,1,ENSG00000125611,CHCHD5,CHCHD5_chr2_112588865_+,2,1,-0.19695386309706114,0.19695386309706114,2499
PIK3R1_chr5:68290835-68292258,chr5,68290835,68292258,+,1,745,ENSG00000145675,ENSG00000145675,1,ENSG00000145675,PIK3R1,PIK3R1_chr5_68292258_+,2,1,0.27154027322146085,0.27154027322146085,1423
R3HDM1_chr2:135586507-135602499,chr2,135586507,135602499,+,1,1576,ENSG00000048991,ENSG00000048991,1,ENSG00000048991,R3HDM1,R3HDM1_chr2_135602499_+,2,1,0.12116657792613028,0.12116657792613028,15992
SMIM8_chr6:87330713-87337008,chr6,87330713,87337008,+,1,472,ENSG00000111850,ENSG00000111850,1,ENSG00000111850,SMIM8,SMIM8_chr6_87337008_+,2,1,0.15480175151298894,0.15480175151298894,6295
ARID4A_chr14:58347118-58347646,chr14,58347118,58347646,+,1,6395,ENSG00000032219,ENSG00000032219,1,ENSG00000032219,ARID4A,ARID4A_chr14_58347646_+,2,1,0.07798143393315875,0.07798143393315875,528
DEK_chr6:18263997-18264097,chr6,18263997,18264097,-,4,161,ENSG00000124795,ENSG00000124795,1,ENSG00000124795,DEK,DEK_chr6_18263997_-,2,1,-0.2046629097381736,0.2046629097381736,100
RPS2_chr16:1963257-1964275,chr16,1963257,1964275,-,2,4353,ENSG00000140988,ENSG00000140988,1,ENSG00000140988,RPS2,RPS2_chr16_1963257_-,2,1,-0.22855173344926372,0.22855173344926372,1018
CBX1_chr17:48077042-48100754,chr17,48077042,48100754,-,2,310,ENSG00000108468,ENSG00000108468,1,ENSG00000108468,CBX1,CBX1_chr17_48077042_-,2,1,-0.16051367221811755,0.16051367221811755,23712
CLASP2_chr3:33644904-33645281,chr3,33644904,33645281,-,2,1329,ENSG00000163539,ENSG00000163539,1,ENSG00000163539,CLASP2,CLASP2_chr3_33644904_-,2,1,0.1320186625541122,0.1320186625541122,377
TUBA1A_chr12:49186834-49186989,chr12,49186834,49186989,-,2,197,ENSG00000167552,ENSG00000167552,1,ENSG00000167552,TUBA1A,TUBA1A_chr12_49186834_-,3,1,-0.10475683389373482,0.10475683389373482,155
TUBA1A_chr12:49186834-49188416,chr12,49186834,49188416,-,2,253,ENSG00000167552,ENSG00000167552,1,ENSG00000167552,TUBA1A,TUBA1A_chr12_49186834_-,3,1,0.29440223856739234,0.29440223856739234,1582
RPN2_chr20:37228773-37229972,chr20,37228773,37229972,+,1,166,,ENSG00000118705,1,ENSG00000118705,RPN2,RPN2_chr20_37229972_+,2,1,-0.188248899826153,0.188248899826153,1199
LAMTOR4_chr7:100149054-100149498,chr7,100149054,100149498,+,1,834,ENSG00000188186,ENSG00000188186,1,ENSG00000188186,LAMTOR4,LAMTOR4_chr7_100149498_+,2,1,0.09839182876101137,0.09839182876101137,444
RPL17_chr18:49490928-49491404,chr18,49490928,49491404,-,2,27478,ENSG00000265681,ENSG00000265681,1,ENSG00000265681,RPL17,RPL17_chr18_49490928_-,4,1,-0.11566249334698156,0.11566249334698156,476
RPL17_chr18:49490928-49491516,chr18,49490928,49491516,-,2,461,ENSG00000265681,,1,ENSG00000265681,RPL17,RPL17_chr18_49490928_-,4,1,0.10833310206323724,0.10833310206323724,588
EEF1B2_chr2:206161133-206161345,chr2,206161133,206161345,+,1,201,ENSG00000114942,ENSG00000114942,1,ENSG00000114942,EEF1B2,EEF1B2_chr2_206161345_+,2,1,-0.19701585081537218,0.19701585081537218,212
DPYSL3_chr5:147424964-147453548,chr5,147424964,147453548,-,2,3513,ENSG00000113657,ENSG00000113657,1,ENSG00000113657,DPYSL3,DPYSL3_chr5_147424964_-,2,1,0.22649897237613167,0.22649897237613167,28584
RNMT_chr18:13730756-13731475,chr18,13730756,13731475,+,1,4233,ENSG00000101654,ENSG00000101654,1,ENSG00000101654,RNMT,RNMT_chr18_13731475_+,2,1,0.06720132572294575,0.06720132572294575,719
DAAM1_chr14:59338415-59340073,chr14,59338415,59340073,+,1,315,ENSG00000100592,ENSG00000100592,1,ENSG00000100592,DAAM1,DAAM1_chr14_59340073_+,2,1,0.22306214232758656,0.22306214232758656,1658
DUSP11_chr2:73766904-73767160,chr2,73766904,73767160,-,2,493,ENSG00000144048,ENSG00000144048,1,ENSG00000144048,DUSP11,DUSP11_chr2_73766904_-,2,1,-0.25969610149457634,0.25969610149457634,256
RPS21_chr20:62387915-62388308,chr20,62387915,62388308,+,1,49961,ENSG00000171858,ENSG00000171858,1,ENSG00000171858,RPS21,RPS21_chr20_62388308_+,2,1,-0.03884902515671659,0.03884902515671659,393
TXNL4A_chr18:79973857-79977597,chr18,79973857,79977597,-,2,4087,ENSG00000141759,ENSG00000141759,1,ENSG00000141759,TXNL4A,TXNL4A_chr18_79973857_-,4,1,-0.10657095682340284,0.10657095682340284,3740
TXNL4A_chr18:79973857-79986601,chr18,79973857,79986601,-,2,236,ENSG00000141759,ENSG00000141759,1,ENSG00000141759,TXNL4A,TXNL4A_chr18_79973857_-,4,1,0.11037250615890537,0.11037250615890537,12744
TXNL4A_chr18:79973857-79988239,chr18,79973857,79988239,-,2,559,ENSG00000141759,ENSG00000141759,1,ENSG00000141759,TXNL4A,TXNL4A_chr18_79973857_-,4,1,0.11871792455441069,0.11871792455441069,14382
RPS9_chr19:54206463-54207397,chr19,54206463,54207397,+,1,35258,ENSG00000170889,ENSG00000170889,1,ENSG00000170889,RPS9,RPS9_chr19_54207397_+,3,1,0.016838872032907626,0.016838872032907626,934
RPS9_chr19:54206725-54207397,chr19,54206725,54207397,+,1,1283,ENSG00000170889,ENSG00000170889,1,ENSG00000170889,RPS9,RPS9_chr19_54207397_+,3,1,-0.12141089508831232,0.12141089508831232,672
SMARCC2_chr12:56172705-56172936,chr12,56172705,56172936,-,2,319,ENSG00000139613,ENSG00000139613,1,ENSG00000139613,SMARCC2,SMARCC2_chr12_56172705_-,2,1,0.23221669928369068,0.23221669928369068,231
CALD1_chr7:134891674-134928753,chr7,134891674,134928753,+,1,1186,ENSG00000122786,ENSG00000122786,1,ENSG00000122786,CALD1,CALD1_chr7_134928753_+,2,1,0.17776211303914247,0.17776211303914247,37079
CLTA_chr9:36209321-36210624,chr9,36209321,36210624,+,1,442,ENSG00000122705,ENSG00000122705,1,ENSG00000122705,CLTA,CLTA_chr9_36210624_+,2,1,0.27579558576278446,0.27579558576278446,1303
HRAS_chr11:532756-533276,chr11,532756,533276,-,2,150,ENSG00000174775,ENSG00000174775,1,ENSG00000174775,HRAS,HRAS_chr11_532756_-,2,1,-0.2229418300298363,0.2229418300298363,520
TPT1_chr13:45338777-45339496,chr13,45338777,45339496,-,2,41782,ENSG00000133112,ENSG00000133112,1,ENSG00000133112,TPT1,TPT1_chr13_45338777_-,2,1,0.15264365827001253,0.15264365827001253,719
HNRNPC_chr14:21230367-21230957,chr14,21230367,21230957,-,2,2400,ENSG00000092199,ENSG00000092199,1,ENSG00000092199,HNRNPC,HNRNPC_chr14_21230367_-,2,1,0.057507339376073864,0.057507339376073864,590
HSP90AA1_chr14:102085432-102085757,chr14,102085432,102085757,-,2,42824,ENSG00000080824,ENSG00000080824,1,ENSG00000080824,HSP90AA1,HSP90AA1_chr14_102085432_-,4,1,0.1804382994954461,0.1804382994954461,325
HSP90AA1_chr14:102085432-102085964,chr14,102085432,102085964,-,2,151,ENSG00000080824,ENSG00000080824,1,ENSG00000080824,HSP90AA1,HSP90AA1_chr14_102085432_-,4,1,-0.1584790113337522,0.1584790113337522,532
HSP90AA1_chr14:102085432-102086107,chr14,102085432,102086107,-,2,166,ENSG00000080824,,1,ENSG00000080824,HSP90AA1,HSP90AA1_chr14_102085432_-,4,1,-0.06505600920895563,0.06505600920895563,675
GTF3A_chr13:27432805-27434138,chr13,27432805,27434138,+,1,1892,ENSG00000122034,ENSG00000122034,1,ENSG00000122034,GTF3A,GTF3A_chr13_27434138_+,2,1,-0.11727015065378321,0.11727015065378321,1333
ARHGEF12_chr11:120385487-120406117,chr11,120385487,120406117,+,1,740,ENSG00000196914,ENSG00000196914,1,ENSG00000196914,ARHGEF12,ARHGEF12_chr11_120406117_+,2,1,0.20485304636782975,0.20485304636782975,20630
ZNF195_chr11:3360566-3361742,chr11,3360566,3361742,-,2,479,ENSG00000005801,ENSG00000005801,1,ENSG00000005801,ZNF195,ZNF195_chr11_3360566_-,2,1,0.17703563129571362,0.17703563129571362,1176
ACAT2_chr6:159762480-159762918,chr6,159762480,159762918,+,1,239,,ENSG00000120437,1,ENSG00000120437,ACAT2,ACAT2_chr6_159762918_+,3,1,0.09978674598336906,0.09978674598336906,438
ACAT2_chr6:159762778-159762918,chr6,159762778,159762918,+,1,263,ENSG00000120437,ENSG00000120437,1,ENSG00000120437,ACAT2,ACAT2_chr6_159762918_+,3,1,0.07358991155651319,0.07358991155651319,140
RPS4Y1_chrY:2841974-2842164,chrY,2841974,2842164,+,1,454,ENSG00000129824,ENSG00000129824,1,ENSG00000129824,RPS4Y1,RPS4Y1_chrY_2842164_+,2,1,0.11875172478625955,0.11875172478625955,190
EPRS_chr1:220011057-220018125,chr1,220011057,220018125,-,2,220,ENSG00000136628,ENSG00000136628,1,ENSG00000136628,EPRS,EPRS_chr1_220011057_-,2,1,0.22671172848060786,0.22671172848060786,7068
PAXX_chr9:136992975-136993052,chr9,136992975,136993052,+,1,573,ENSG00000148362,ENSG00000148362,1,ENSG00000148362,PAXX,PAXX_chr9_136993052_+,4,1,-0.1998620354493467,0.1998620354493467,77
CCAR1_chr10:68756484-68757293,chr10,68756484,68757293,+,3,1080,ENSG00000060339,ENSG00000060339,1,ENSG00000060339,CCAR1,CCAR1_chr10_68757293_+,2,1,-0.1468497143305245,0.1468497143305245,809
ELOC_chr8:73946821-73955646,chr8,73946821,73955646,-,2,182,ENSG00000154582,,1,ENSG00000154582,ELOC,ELOC_chr8_73946821_-,2,1,0.20475958880806802,0.20475958880806802,8825
KATNAL1_chr13:30283792-30306939,chr13,30283792,30306939,-,2,208,ENSG00000102781,ENSG00000102781,1,ENSG00000102781,KATNAL1,KATNAL1_chr13_30283792_-,2,1,-0.19008667262051177,0.19008667262051177,23147
MAP2_chr2:209697052-209700276,chr2,209697052,209700276,+,1,461,ENSG00000078018,ENSG00000078018,1,ENSG00000078018,MAP2,MAP2_chr2_209700276_+,2,1,0.15626378823754755,0.15626378823754755,3224
DCX_chrX:111312737-111330903,chrX,111312737,111330903,-,2,1563,ENSG00000077279,ENSG00000077279,1,ENSG00000077279,DCX,DCX_chrX_111312737_-,2,1,0.10242157703408952,0.10242157703408952,18166
MIR3936HG_chr5:132366782-132369416,chr5,132366782,132369416,-,2,238,ENSG00000233006,ENSG00000233006,1,ENSG00000233006,MIR3936HG,MIR3936HG_chr5_132366782_-,2,1,-0.22048481865340597,0.22048481865340597,2634
RPS14_chr5:150446964-150447473,chr5,150446964,150447473,-,2,876,ENSG00000164587,,1,ENSG00000164587,RPS14,RPS14_chr5_150446964_-,3,1,0.08748560224489256,0.08748560224489256,509
DCX_chrX:111301744-111312641,chrX,111301744,111312641,-,2,1793,ENSG00000077279,ENSG00000077279,1,ENSG00000077279,DCX,DCX_chrX_111301744_-,3,1,0.17951552106417842,0.17951552106417842,10897
DCX_chrX:111301744-111330903,chrX,111301744,111330903,-,2,479,ENSG00000077279,ENSG00000077279,1,ENSG00000077279,DCX,DCX_chrX_111301744_-,3,1,-0.04551026691408422,0.04551026691408422,29159
FRMD4A_chr10:13858913-13891623,chr10,13858913,13891623,-,2,197,ENSG00000151474,ENSG00000151474,1,ENSG00000151474,FRMD4A,FRMD4A_chr10_13858913_-,4,1,-0.2535483275878695,0.2535483275878695,32710
FRMD4A_chr10:13858913-14024353,chr10,13858913,14024353,-,2,138,ENSG00000151474,ENSG00000151474,1,ENSG00000151474,FRMD4A,FRMD4A_chr10_13858913_-,4,1,-0.08365397817093129,0.08365397817093129,165440
FRMD4A_chr10:13858913-14174011,chr10,13858913,14174011,-,2,574,ENSG00000151474,ENSG00000151474,1,ENSG00000151474,FRMD4A,FRMD4A_chr10_13858913_-,4,1,-0.05588513426795755,0.05588513426795755,315098
TTC3_chr21:37157215-37159698,chr21,37157215,37159698,+,1,378,ENSG00000182670,ENSG00000182670,1,ENSG00000182670,TTC3,TTC3_chr21_37159698_+,2,1,-0.14994731820394527,0.14994731820394527,2483
TCF12_chr15:57252493-57253261,chr15,57252493,57253261,+,1,531,ENSG00000140262,ENSG00000140262,1,ENSG00000140262,TCF12,TCF12_chr15_57253261_+,2,1,0.24498222744851308,0.24498222744851308,768
RPL10A_chr6:35469286-35469380,chr6,35469286,35469380,+,1,720,ENSG00000198755,ENSG00000198755,1,ENSG00000198755,RPL10A,RPL10A_chr6_35469380_+,2,1,0.09498474325483924,0.09498474325483924,94
TMEM161B-AS1_chr5:88269120-88270525,chr5,88269120,88270525,+,1,999,ENSG00000247828,ENSG00000247828,1,ENSG00000247828,TMEM161B-AS1,TMEM161B-AS1_chr5_88270525_+,2,1,0.11232544451945,0.11232544451945,1405
SLA_chr8:133060201-133074852,chr8,133060201,133074852,-,2,2487,ENSG00000155926,ENSG00000155926,1,ENSG00000155926,SLA,SLA_chr8_133060201_-,2,1,-0.09623609473478004,0.09623609473478004,14651
CCDC90B_chr11:83274741-83278725,chr11,83274741,83278725,-,2,3813,ENSG00000137500,ENSG00000137500,1,ENSG00000137500,CCDC90B,CCDC90B_chr11_83274741_-,3,1,-0.1328026974769391,0.1328026974769391,3984
CCDC90B_chr11:83274741-83280140,chr11,83274741,83280140,-,2,1605,ENSG00000137500,ENSG00000137500,1,ENSG00000137500,CCDC90B,CCDC90B_chr11_83274741_-,3,1,0.004362814840107393,0.004362814840107393,5399
FAM92A_chr8:93702544-93703619,chr8,93702544,93703619,+,1,381,ENSG00000188343,ENSG00000188343,1,ENSG00000188343,FAM92A,FAM92A_chr8_93703619_+,2,1,0.13702691982367868,0.13702691982367868,1075
HNRNPD_chr4:82359640-82371527,chr4,82359640,82371527,-,2,3960,ENSG00000138668,ENSG00000138668,1,ENSG00000138668,HNRNPD,HNRNPD_chr4_82359640_-,2,1,0.08058746793409687,0.08058746793409687,11887
STXBP1_chr9:127684494-127690774,chr9,127684494,127690774,+,1,208,ENSG00000136854,ENSG00000136854,1,ENSG00000136854,STXBP1,STXBP1_chr9_127690774_+,2,1,0.2068807044410038,0.2068807044410038,6280
UBTF_chr17:44212007-44212343,chr17,44212007,44212343,-,2,816,ENSG00000108312,ENSG00000108312,1,ENSG00000108312,UBTF,UBTF_chr17_44212007_-,2,1,0.11920685193171422,0.11920685193171422,336
CERT1_chr5:75389688-75399309,chr5,75389688,75399309,-,2,134,ENSG00000113163,ENSG00000113163,1,ENSG00000113163,CERT1,CERT1_chr5_75389688_-,2,1,0.26409410773288805,0.26409410773288805,9621
NDUFS5_chr1:39026403-39028722,chr1,39026403,39028722,+,1,8045,ENSG00000168653,ENSG00000168653,1,ENSG00000168653,NDUFS5,NDUFS5_chr1_39028722_+,2,1,-0.03116342007736369,0.03116342007736369,2319
BLOC1S6_chr15:45592277-45605427,chr15,45592277,45605427,+,1,308,ENSG00000104164,ENSG00000104164,1,ENSG00000104164,BLOC1S6,BLOC1S6_chr15_45605427_+,3,1,-0.023340479633937344,0.023340479633937344,13150
BLOC1S6_chr15:45603188-45605427,chr15,45603188,45605427,+,1,1674,ENSG00000104164,ENSG00000104164,1,ENSG00000104164,BLOC1S6,BLOC1S6_chr15_45605427_+,3,1,-0.09071318113079098,0.09071318113079098,2239
L3MBTL3_chr6:130049831-130051248,chr6,130049831,130051248,+,1,157,ENSG00000198945,ENSG00000198945,1,ENSG00000198945,L3MBTL3,L3MBTL3_chr6_130051248_+,2,1,-0.2606287806597957,0.2606287806597957,1417
NREP_chr5:111735508-111755769,chr5,111735508,111755769,-,2,3660,ENSG00000134986,ENSG00000134986,1,ENSG00000134986,NREP,NREP_chr5_111735508_-,2,1,0.19307914692340578,0.19307914692340578,20261
SMAD2_chr18:47869437-47870474,chr18,47869437,47870474,-,2,214,ENSG00000175387,ENSG00000175387,1,ENSG00000175387,SMAD2,SMAD2_chr18_47869437_-,2,1,-0.2751718943407385,0.2751718943407385,1037
TMEM126B_chr11:85631317-85631686,chr11,85631317,85631686,+,1,219,ENSG00000171204,ENSG00000171204,1,ENSG00000171204,TMEM126B,TMEM126B_chr11_85631686_+,2,1,-0.17936607986679362,0.17936607986679362,369
HMGB1_chr13:30461534-30461638,chr13,30461534,30461638,-,2,149,ENSG00000189403,ENSG00000189403,1,ENSG00000189403,HMGB1,HMGB1_chr13_30461534_-,2,1,0.2528259228748475,0.2528259228748475,104
AP3S1_chr5:115906862-115913361,chr5,115906862,115913361,+,1,633,ENSG00000177879,ENSG00000177879,1,ENSG00000177879,AP3S1,AP3S1_chr5_115913361_+,3,1,0.06973710536393336,0.06973710536393336,6499
AP3S1_chr5:115912137-115913361,chr5,115912137,115913361,+,1,251,ENSG00000177879,ENSG00000177879,1,ENSG00000177879,AP3S1,AP3S1_chr5_115913361_+,3,1,0.07881384977059916,0.07881384977059916,1224
FNBP1_chr9:129909000-129915965,chr9,129909000,129915965,-,2,442,ENSG00000187239,ENSG00000187239,1,ENSG00000187239,FNBP1,FNBP1_chr9_129909000_-,2,1,0.24061844103004057,0.24061844103004057,6965
CAMTA1_chr1:7749792-7751198,chr1,7749792,7751198,+,1,538,ENSG00000171735,ENSG00000171735,1,ENSG00000171735,CAMTA1,CAMTA1_chr1_7751198_+,2,1,0.15993420728329946,0.15993420728329946,1406
MIR99AHG_chr21:16391686-16487489,chr21,16391686,16487489,+,1,1388,ENSG00000215386,ENSG00000215386,1,ENSG00000215386,MIR99AHG,MIR99AHG_chr21_16487489_+,5,1,0.11808098787049637,0.11808098787049637,95803
